Who?	چه کسی؟
If it were to rain tomorrow, the match would be postponed.	اگر قرار بود فردا باران ببارد، مسابقه به تعویق می‌افتاد.
If you can't keep your promise, what excuse will you make?	اگر نتوانی به وعده‌ات عمل کنی، چه عذری خواهی آورد؟
It was close to 2:30 by the time Tom reached Mary's house.	زمانی که تام به خانه ی ماری رسید، ساعت نزدیک 2:30 بود.
My grandmother was gradually becoming forgetful and frail.	مادربزرگم به تدریج فراموشکار و نحیف می شد.
Now that you are in Italy, you must absolutely see Naples.	حالا که شما در ایتالیا هستید، باید از ناپل دیدن کنید.
Spider bites are much less dangerous than scorpion stings.	نیش عنکبوت کم خطر تر از نیش عقرب است.
The government banned cigarette advertising on television.	دولت تبلغات سیگار در تلویزیون را ممنوع کرد.
There is no satisfactory answer a parent can give to this.	هیچ جواب قانع کننده ای نبود که یک پدر و مادر بخواهند بدهند.
They announced the date of their wedding in the newspaper.	آنها تاریخ عروسی را در روزنامه اعلام کردند.
Tom and Mary have been happily married for thirteen years.	تام و ماری پانزده سال با شادمانی در عقد یکدیگر بوده اند.
You aren't really going to buy Tom's old tractor, are you?	تو که واقعا نمی خواهی تراکتور کهنه ی تام را بخری، می خواهی؟
A common way to finance a budget deficit is to issue bonds.	یک روش معمول برای تأمین کسری بودجه، صدور اوراق قرضه است.
A fool always believes that it is the others who are fools.	نادان همه را به کیش خود پندارد.
She wanted to die because she couldn't satisfy her parents.	او می خواست بمیرد چونکه او نمی توانست پدر و مادرش را خوشحال کند.
The grass is always greener on the other side of the fence.	مرغ همسایه غاز است.
I will show you a new approach to foreign language learning.	من شیوه ای نو برای یادگیری زبان نشانت می دهم.
If you want something done right, you should do it yourself.	اگر می‌خواهید چیزی درست انجام شود، باید خود آن را انجام دهید.
In spite of the language difficulty, we soon became friends.	علیرغم دشواری زبان، خیلی زود با هم دوست شدیم.
The worst loneliness is to not be comfortable with yourself.	بدترین تنهایی راحت نبودن با خود است.
Tom is the only person that has any chance to persuade Mary.	تام تنها کسی است که احتمال دارد ماری را مجاب کند.
Tom was in a quandary about who to vote for in the election.	تام دربارهٔ اینکه به چه کسی در انتخابات رأی دهد در سردرگمی بود.
We can run away from everything, except from our conscience.	ما از همه چیز می‌توانیم فرار کنیم به جز از وجدانمان.
When I was younger, many people used to say I was beautiful.	وقتی جوون تر بودم، خیلی ها بهم میگفتم که خوشگلم.
"What's going on in the cave? I'm curious." "I have no idea."	" در این غار چه می گذرد؟ من کنجکاو هستم." "من هیچ حدسی نمی زنم."
Last night was very hot and muggy, so I didn't sleep so well.	دیشب هوا خیلی گرم و شرجی بود، به همین خاطر نتوانستم خوب بخوابم.
On average, how many carbonated beverages do you drink daily?	به طور متوسط روزانه چند نوشابه می‌نوشی؟
The only one who enjoys a crowded subway car is a pickpocket.	تنها کسی که از یک مترو پر ازدحام لذت می‌برد یک جیب‌بر است.
The peace we have today is the result of lengthy peace talks.	صلحی که ما امروز داریم، نتیجه مذاکرات طولانی صلح است.
This program has both downloading and uploading capabilities.	این برنامه قابلیت دانلود و آپلود، هر دو را دارد.
Today, things are better for the Latino community in the USA.	امروزه، اوضاع برای گروه لاتینی ها ( اهالی آمریکای جنوبی) در ایالات متحده آمریکا بهتر است.
Tom fell off the ladder when he was cleaning out his gutters.	هنگام تمیز کردن ناودان، تام از نردبان پایین افتاد.
Tom has been in and out of mental hospitals most of his life.	تام بیشتر عمرش به تناوب در بیمارستان‌های روانی بستری بوده است.
When cleaning the classroom, a few students carry the podium.	هنگام نظافت کلاس، چند دانش‌آموز تریبون را حمل می‌کنند.
Ever since she fell in the kitchen, she hasn't been all there.	از زمانی که او در آشپزخانه افتاد، عقل سالم نداشته است.
It's too late to shut the barn door after the horse is stolen.	نوشدارو بعد از مرگ سهراب.
Japan is now very different from what it was twenty years ago.	ژاپن از آنچه که بیست سال پیش بود، بسیار تفاوت دارد.
Let's go drink a cup of coffee at that coffee shop over there.	بیا بریم یک فنجان قهوه بنوشیم در آن کافی شاپ آنجا.
That toilet brush belongs in the bathroom, not in the kitchen.	این فرچه توالت متعلق به حمام هست، نه برای تو آشپزخانه.
